train_loss,train_acc,val_loss,val_acc,val_top5_acc,val_precision_macro,val_recall_macro,val_f1_macro
4.494052487634244,0.05383326351068286,4.0068023531085,0.09872922776148582,0.29716520039100686,0.06007392535416075,0.09714072964072965,0.0547504155642964
3.7670187675458493,0.11604524507750315,3.4485999437837425,0.15053763440860216,0.45161290322580644,0.13036770620345048,0.153501924001924,0.10450580598086451
3.470350962480242,0.15060745705906997,3.1272594208591493,0.20430107526881722,0.5513196480938416,0.17749104389088713,0.1982797017797018,0.14994693405582557
3.195102306105474,0.2025555090071219,2.8471143849317864,0.2805474095796676,0.6129032258064516,0.27208343381928235,0.2778021423021423,0.23336290706652135
2.994013574965389,0.24717218265605362,2.745351517188817,0.2776148582600195,0.6510263929618768,0.2806401686436684,0.28097215747215754,0.2300105425638649
2.824985314873806,0.2894847088395475,2.527905482350906,0.34506353861192574,0.7214076246334311,0.3595714132739576,0.3503136123136123,0.30075318108037846
2.6136972363843145,0.32383745286971094,2.2806799962956417,0.3890518084066471,0.7331378299120235,0.3924831334103645,0.39268013468013463,0.34474009906726283
2.476297422488164,0.3579807289484709,2.4689394572380117,0.3724340175953079,0.7008797653958945,0.3964434788712282,0.3769505124505124,0.3282191242568037
2.3604222631474445,0.397989107666527,2.1500102513463384,0.45356793743890517,0.7761485826001955,0.4987144203007374,0.4604260739260739,0.4196065528597856
2.264879044399733,0.4116045245077503,1.8971111911948941,0.5043988269794721,0.8025415444770283,0.5155482294050405,0.49823544973544964,0.4676612305172506
